feature,importance
unique id_1701723685229x800810711604988500,0.012936661866608622
unique id_1722386031943x237503486830370500,0.01291628139864743
unique id_1704739385739x349175410382921000,0.01286750342942448
unique id_1705951096026x413206604444265040,0.01285468454088188
unique id_1707938520059x551708666713013760,0.012849288802523099
unique id_1704919360949x160771320360343800,0.0127978390243736
unique id_1706130155806x202492271992079420,0.012794550091666164
unique id_1706552243199x465460064169073600,0.01275958424046317
unique id_1706034207917x900708858466212600,0.01275830732698296
preferred_languages_Persian,0.012707133456697961
related_scheduler_1701722357086x369655571255656450,0.012657560298724467
unique id_1704751615704x331339006172601150,0.012610910996844084
unique id_1704745886912x443433992798956100,0.012577447752484684
unique id_1722386032740x976729020980414100,0.012570555401336966
unique id_1701114819591x526192880486773950,0.012281533109204408
unique id_1701800817072x654457879502330000,0.012246679131714693
unique id_1722386034360x368142772119879800,0.012050037474830386
unique id_1704305331140x755423005340783400,0.012034820318411906
unique id_1706563431373x357341928164102600,0.012031264720076798
unique id_1700768831721x736699530210424800,0.012007704795215185
unique id_1701282589784x484505752800336260,0.01184884228443457
unique id_1700599571887x577481839977363800,0.01181352178068276
unique id_1704737926347x609271105676714900,0.011768033253547425
unique id_1722386032049x464553393558113200,0.011715042519436078
unique id_1700513048998x608189356021831000,0.011683558420924445
unique id_1722386036051x856224580386699600,0.011489903433057058
unique id_1700162660097x455347006273414850,0.011395693825004225
unique id_1700512695627x111852394141223280,0.01131480123699614
unique id_1707428946584x292760724074412100,0.01119565854389168
unique id_1701808149447x171245030170898980,0.01112157629622747
unique id_1700170042134x908686008394467200,0.011059184420238143
unique id_1700768161353x797245082422540300,0.011029821891553973
unique id_1701290963508x696181175286120800,0.01098971749694263
unique id_1699997706824x362548390120160060,0.010977817257460474
unique id_1722386036089x364944413739329400,0.010976538768518836
unique id_1722386033709x760377402805540600,0.010779682599483734
unique id_1704832378835x847595375291364700,0.010776856664343736
unique id_1700069115955x483100008076899260,0.010729950216742851
unique id_1706554855187x200222356181905000,0.01070122428036517
unique id_1700677878062x795949628427470300,0.010610615975456135
unique id_1700764283882x478454690498575400,0.010436214081922952
unique id_1722386034083x706008930037689500,0.01042842231963064
unique id_1707771421191x374556044157522400,0.010221369438309832
unique id_1701197242239x797793643280261800,0.010142241816101096
unique id_1701208923108x674455109486235900,0.010096661777809986
unique id_1700165236156x748081768749943900,0.01007460904101131
unique id_1707161558726x759525403115489900,0.010045276300283195
status_Pending,0.00993031875580964
unique id_1701111575296x319466612663962050,0.009918501584634679
unique id_1702926854746x540413542155326460,0.009917640404496936
related_scheduler_1700684101292x503330094703181800,0.009900603887981382
unique id_1701290956602x647798200169662500,0.009891016744977972
unique id_1702408453751x755167818896758300,0.00982756231874371
unique id_1701111156460x474580091818692600,0.009805196911743353
unique id_1703017236887x613479096322131100,0.009765261182750612
unique id_1701289805205x665929138147607600,0.009760629628632896
unique id_1705351072976x724475591412894200,0.009736673357883353
unique id_1702413189915x674733675916192100,0.009682568940309076
unique id_1704307372680x637293537035727100,0.009667066035444073
"preferred_contact_methods_SMS , Email , WhatsApp",0.009575116028912112
unique id_1700511196779x221836535433183260,0.009557674998414766
unique id_1722386031703x977185328680422100,0.009556710102026368
unique id_1707761264700x790642766954679200,0.009420617560062135
unique id_1700592327044x915470051790181000,0.00933776876735717
related_scheduler_1702331690024x388325066527211500,0.009293547232005577
unique id_1704405267427x260899226049754700,0.009166115545259307
related_scheduler_1701282296287x318235564228739100,0.009160433109868636
unique id_1701726097680x739215999503072300,0.009069692025673157
family_1699830459514x976434491753922300,0.00906146198767492
unique id_1705962465570x796358723601789300,0.009045770684177877
unique id_1707166803846x298067719291724900,0.008948322190670611
related_scheduler_1716836247578x789271917297926100,0.008879805045227757
unique id_1701799892820x268065233170547970,0.008873954109860818
new_client_id_1696015562072x777279916803172100,0.008786415061776031
unique id_1702331696640x879495190421330800,0.008736613920843605
unique id_1704739400438x977525795994535400,0.00867346459393427
related_scheduler_1700512395693x570486186801102850,0.008640925684162436
unique id_1701282297759x236810660415731620,0.008636625020010594
related_scheduler_1703193045718x144827199448940540,0.008621253511009635
unique id_1722386035186x634858661733345800,0.008566904329388772
related_scheduler_1701196737008x818461415358857200,0.00855779278937949
unique id_1705430566999x565171986188529150,0.008546320915210985
unique_client_1694706859040x976185037439631400,0.008524309242989274
unique id_1707156984594x866866133525843600,0.008502632703963361
related_scheduler_1703100903434x510471997721673700,0.008468160377077077
"preferred_languages_Oromo , English",0.008417900644043385
unique id_1699562587650x854762027577241000,0.008399630067147949
related_scheduler_1706130066801x227904128100073470,0.008381004561146087
unique id_1704742171433x627910868749662600,0.008377916366045757
related_scheduler_1700075713597x978317571118334000,0.00833188553636767
unique id_1700512404228x942961857083173000,0.0083231170089734
unique id_1715879411014x790808743008031100,0.008320476354677774
unique id_1701721396794x407735588765479000,0.008267824262491345
unique id_1702319970197x435937416043964160,0.008219902487855955
unique id_1706559277650x319716478778486760,0.008051528509563768
"preferred_languages_Indonesian , English",0.008009738224018206
unique id_1706556441331x112200102916064640,0.00799544310273681
"preferred_contact_methods_No thanks , SMS",0.007970891452406622
unique id_1700602352301x988253075981182600,0.007841419523567091
unique id_1701986060970x544547864357543230,0.007804646817209014
unique id_1701121921193x923438177268869400,0.007750052649817597
unique id_1702923143044x452990770039020540,0.007700879402990548
unique id_1703193046677x776376726366284800,0.007699274346279819
unique id_1708637289011x275929365612143780,0.007642472219617553
unique id_1706643290650x683986419942664600,0.007563880237054481
unique id_1722386033483x914919231355430900,0.007513306864866348
unique id_1722386034567x854652869588611300,0.007490726031403086
new_client_id_1696018353658x147265248016505100,0.007451979009666111
unique id_1703104230604x244737270337155740,0.007415228539572479
unique id_1702930442550x383386737905398340,0.007392156183031179
unique id_1702414526604x235109564361374750,0.007356070246732563
related_scheduler_1715879409074x836186930261000200,0.00721626287368805
dw_yes,0.007203185130935604
unique id_1699993135199x543945701796530100,0.007104044401537128
unique id_1705428096555x365240618529778050,0.007077474099892564
unique id_1701288863723x987409604238373500,0.007075574258128249
unique id_1722386036367x193086658876924240,0.0070383574022015
unique id_1701281629787x190928273735594180,0.007027932209354752
unique id_1722386031683x543142434203884860,0.006987640015021202
unique id_1699566316934x639926305052808000,0.006975100663037746
unique id_1699305445676x833711753046470100,0.006941005923092421
year_month_2023-11,0.006882496927454802
agent_related_1692304070342x621494157260478800,0.0068434062464603615
unique id_1707160225021x227975221118719160,0.006816418172127114
unique id_1701198645986x848206948832515200,0.006778877854564903
unique id_1704823990389x260082922160275840,0.006734029472353626
unique id_1702923911651x560810404758982340,0.006726249325276923
unique id_1702927868831x269087710734711840,0.0067208148269100295
related_scheduler_1705434034489x525379592680374300,0.006667985365645021
unique id_1701117015878x737819446200188400,0.006665940473794663
unique id_1722386030997x907906394036357000,0.006641403185114426
unique id_1700166977298x253989587100838400,0.006640874109261709
family_1699830468362x886986216305222000,0.006618279065611528
unique id_1705343032414x128505104553367620,0.006575843700860209
"preferred_languages_Oromo , Arabic",0.006487469643070667
unique id_1701208686692x826147638686907100,0.00642173791861648
unique id_1699562590318x337498065647960060,0.006415000534394076
unique id_1722386035408x947847878759189500,0.006395623108490066
unique id_1704406614656x737640033691882100,0.006385313752198105
unique id_1708539945919x488764242030823200,0.0063470437162676105
unique id_1700681162699x969510452555871700,0.006345955839117585
unique id_1706041632933x625941013196587500,0.00630883643981239
unique id_1703191973928x971921280050829300,0.006305526744041659
unique id_1703799210131x781979456093730000,0.006301420311474245
unique_client_1696015569427x249761823297187420,0.006296436402812271
unique id_1701717734425x172316205204227970,0.006294483010264114
unique id_1722386035752x267742254850949600,0.006239764267609273
unique id_1707250598196x754968448757347600,0.0062252476775501815
new_client_id_1696014570814x412359341311675970,0.006213140449520922
unique id_1700164130963x297245392274687170,0.006198692117081822
unique id_1708454750947x633269428415534900,0.006133147076476535
unique_client_1696015567816x747989327995164300,0.006057628463124125
unique id_1700075714248x312559956746579500,0.006022890143893904
related_scheduler_1700680201945x966102604040896500,0.005990642469350089
unique id_1722386034666x556627211921477900,0.005984408823535655
unique id_1701370169915x828728063866411400,0.005965631545361953
unique id_1705605140458x515587486972665100,0.005965565334956076
unique id_1701288555841x805828853625392400,0.00593918044520803
unique id_1722386035950x182106509165830940,0.005889499661060756
unique id_1704739282729x265124811061224540,0.005829448567410446
unique id_1704739515958x955558285251487500,0.0058245182757696405
unique id_1700086217175x733691707805928200,0.005811257555919679
unique id_1700768822732x729345781933768600,0.005796768134813412
unique id_1704824373998x699129351089595800,0.005790537142963103
unique id_1707161173331x149240329068742740,0.005772586882487946
related_scheduler_1708454749765x748786674767233000,0.005772495307349759
unique id_1702925329194x318324005589585300,0.005736904489358003
new_client_id_1696014459315x252431518122922850,0.0057256217084791445
related_scheduler_1704739382658x732039353203949600,0.005719803233296097
unique id_1701296229203x837350545521721600,0.005715748300899663
unique id_1707158441226x112218068781348980,0.005703745713049829
unique id_1701281620475x899559114614230800,0.005700755923108319
unique id_1707157667653x627081874244492200,0.005677299636649847
unique id_1701288629042x970585955055448300,0.005671078680259707
new_client_id_1696018349109x766569004132625000,0.005664080733611595
unique id_1700503381122x304079982363372600,0.005661413069774643
agent_related_1668808073027x270650348760266270,0.0056607802110632014
unique id_1701115030973x412914600291449660,0.005632200050442161
new_client_id_1696016546694x319793692660812000,0.005586282168721261
unique id_1722386031222x443987343033610560,0.005553930685017188
unique id_1700684101858x400725072431554100,0.005477211734025037
unique id_1707916269750x372897932127636200,0.005475625933542869
unique id_1707157272642x619908244946596200,0.005437350502020172
unique id_1704395540111x484555664448115460,0.0054094413411146
agent_related_1659409219438x436983271756568900,0.005402599546043509
unique id_1700084026416x629760666793461840,0.005296138618280754
unique id_1722386034664x765168610969276500,0.005291665156427629
unique id_1722386035519x825614191676766700,0.005289024131406174
unique id_1707774578229x856858250906965800,0.005287740315034258
unique id_1700512409343x627826428122916900,0.005268618232739682
unique id_1702331708857x431835977187987140,0.005224600417184692
family_1699830489844x153462339372794080,0.00509299283988496
related_scheduler_1699988962063x188711838977359870,0.005045480381681624
unique id_1700763627631x939740665463466600,0.005027147893436958
unique_client_1695846228881x791334606705524700,0.0050162881523921395
unique id_1701986054013x901216372972505100,0.004989438663637936
unique id_1707765777700x233990379059172400,0.0049771598272637845
related_scheduler_1701370168884x875506897113841700,0.004960000000919413
unique id_1701198653435x678277205189879200,0.004823493175587622
new_client_id_1696015568378x411474971362444350,0.00479281373846748
unique id_1707762166653x331320408915819700,0.004791299653011825
related_scheduler_1701368600073x111924252964552700,0.004757501521099964
unique id_1704403365626x299082823884559960,0.004751174112183451
unique id_1702333728453x387659119679941700,0.0047284409518893854
unique id_1700680203058x474284731392382800,0.004724812991558335
related_scheduler_1701715736364x340759017191374850,0.004723946394412601
unique id_1701722357909x945164262273935100,0.004723464092875547
unique id_1702922569170x252684163943009100,0.004705434617633296
unique id_1722386034405x972320069557042700,0.004660107628312342
unique id_1700594478161x586978501614390000,0.004648080957817526
related_scheduler_1701118133621x607324352320634900,0.004642390703856524
unique id_1701811821442x146465862290442460,0.004591734437340209
unique id_1706041124769x749283391099631200,0.004554360514273916
unique id_1722386032150x306612356889317950,0.00455004613724641
new_client_id_1696016857520x243528277172366140,0.004474051540179134
unique id_1722386034260x653979092892904000,0.004461329066404797
unique id_1703100906187x791532431032217000,0.00444328585548466
unique id_1704826907221x194996075267015460,0.0044306526265013545
unique id_1700763633218x325438917864667700,0.004408350752003043
unique id_1701722512039x853575068291831600,0.0043806325487155545
unique id_1703790155072x573477841653771300,0.004339551928133768
family_1699830475020x104963247844231940,0.0043320574940762194
related_scheduler_1701194632342x184649831735885820,0.0043298350680595985
related_scheduler_1700594628144x325691643595325440,0.00427360484121608
unique id_1701721268523x637348462918111000,0.004264516148663253
related_scheduler_1700073843955x371322574753234940,0.004264089412677247
unique id_1704391665340x416455023582001300,0.004242698749630948
unique id_1704737527852x177671196009434800,0.0042122148841224425
unique id_1722386031779x423377403359880060,0.0041850065623834695
unique id_1700505235040x169148528016885200,0.00417969343652886
unique id_1722386034778x653771480624334000,0.004151405247942652
dw_no,0.004150113635139015
unique id_1706044536499x489098165839578560,0.004138829146190891
related_scheduler_1705505705649x419006283333763100,0.004130119933004837
unique id_1706130067565x327927461934933700,0.004070812315691619
unique id_1701717808865x507006099159099200,0.004064788256225689
unique id_1699563663309x226098199674755760,0.004053048410851145
unique id_1700085884471x538676354591089540,0.0040489841645171614
family_1699830460699x213525564487393250,0.004046338715727745
unique id_1701724528528x565807071121063000,0.004038871068577418
unique id_1701197073845x600612489065221100,0.004022813616133939
unique id_1722386031962x675507847432265100,0.0040219451370348295
unique id_1699381846485x566210738608883260,0.00402134425085356
unique id_1701724076855x863598585852761700,0.0040047250167856326
unique id_1701117009947x144340958339195240,0.0039845117923804785
unique id_1700164145775x690817294216777200,0.003977417063495073
related_scheduler_1700503378473x689755984064151600,0.003950944916994403
unique id_1705950603167x713771236263734900,0.003913765696944606
unique id_1706552724499x758113184190443100,0.003897846868148978
unique id_1701377468435x117724535801427620,0.0038974456554858707
unique id_1695848504924x497081558991464770,0.0038794105644273033
family_1699830481446x334007906933180300,0.0038776834759430903
related_scheduler_1701208680856x415444204687982600,0.003843426071322127
unique id_1704826917758x129586938305789260,0.0036919609412491027
unique id_1702584850607x573677078452249600,0.0036900672005312873
unique id_1707159546729x834729391034227300,0.0036893561084319296
new_client_id_1696015567816x747989327995164300,0.00368513351863338
unique id_1706555197215x363293954808057150,0.0036809547067730925
related_scheduler_1701293596399x487513730461728800,0.003678269750560518
unique id_1722386031252x322475217465071360,0.003666585992338436
related_scheduler_1698864235006x967783717651087400,0.0036659835359958036
unique id_1722386036714x107047572503714320,0.0036597416731587464
unique id_1704748400688x772157896178451400,0.003657438636919096
unique id_1700076452625x248943867950562660,0.003650057470547978
unique id_1701800650169x454344743576473800,0.0036287027241116545
Creator_1692817605423x553205290319266560,0.0036281129191646335
unique id_1699382563618x263086873991758000,0.0036215398087753653
related_scheduler_1701378194703x539937205373108200,0.003618048876820071
unique id_1703799137493x431740191345607200,0.00361154484963522
unique id_1700158078127x256156589611132400,0.003598723826015896
related_scheduler_1702930441850x355665587807453200,0.003542783428424342
unique id_1701293597099x511501664245318700,0.0035358102699390333
new_client_id_1696015556728x643045084163010400,0.0035236152294825253
unique id_1702503501823x141091359493441540,0.0034921141648533824
family_1699830499291x823869103656341200,0.0034355912536781553
related_scheduler_1701373368660x414311339455938560,0.0034133420690069306
related_scheduler_1702588380883x383192678531072000,0.0033809064913290434
related_scheduler_1701368123421x262980972747948030,0.0033750675634158915
"preferred_languages_Afrikaans , English",0.0033136286547236584
unique id_1722386032276x649269224432107400,0.003312590315727689
related_scheduler_1700764281227x940026048624984000,0.0032895858781233685
unique id_1706044531553x353473809034139600,0.003285206441899359
unique id_1722386030995x313499529656062500,0.00328446257747859
new_client_id_1696016857983x914084222153757600,0.0032631775417721995
unique id_1699988962978x681772308346784400,0.003256261045034011
unique id_1722386032732x472265401683234200,0.0032358070803883508
unique id_1708637274783x407741626638755700,0.003229157001562056
unique id_1700505649441x293705553119249150,0.0032259195810011338
family_1699830484625x903409267362832900,0.003210809281119688
unique id_1722386034278x192113669376013250,0.003203528552138578
related_scheduler_1702414514838x116328267550818300,0.0031888873926359585
unique id_1705961926068x357606497119325400,0.003177047247394748
unique id_1698862376570x400145693462957700,0.0031650044692357417
new_client_id_1696017756177x837092823472258600,0.003159185760003671
unique id_1703104424416x877662972776391600,0.0031534965717966695
unique id_1701890248995x508677574591080500,0.0031282157388833323
unique id_1701116938652x368920730964597000,0.0031240495850124034
unique_client_1696013590859x172792487259963780,0.0031233401796577037
related_scheduler_1699992187060x380703949410795500,0.0031042899611322884
unique id_1698864235914x125103429943296930,0.0031027200617100873
unique id_1704310851645x199442569836979940,0.003089854949683636
unique id_1703015578106x616586235363774300,0.00308274033502602
related_scheduler_1699382562392x175986034759696400,0.0030804165773252686
new_client_id_1696015558618x494869447818018700,0.0030716807749609117
unique id_1704743911200x478451884033455740,0.003064231357675128
related_scheduler_1703021955567x836516420965630000,0.0030517291991579588
unique id_1705347761383x171224653518302620,0.003044938549688433
related_scheduler_1710786822552x618366669751582700,0.003026134150396104
unique id_1704739723049x296395291113080700,0.0029925954738078504
related_scheduler_1702498317808x920899666407587800,0.002985220586177909
unique id_1704739871178x197310686813754400,0.0029730000019753716
unique id_1701118133385x470559857426658500,0.0029511895261898624
unique id_1703023035023x148520054509762460,0.002925590455595108
agent_related_1658438468381x917903915060866600,0.0029098842298007476
unique id_1722386032736x908270983950482300,0.002908060458260119
unique id_1700160462322x623387728872028400,0.002901730970820327
unique id_1722386035419x324871371174527040,0.0028792314107955862
related_scheduler_1702415972407x594728929852653600,0.0028754210814163485
unique id_1722386036487x574949356411277950,0.0028734948432536465
unique id_1699989559854x357187370307285440,0.0028596807451710653
family_1699830460008x560477342850164800,0.0028520733046726943
related_scheduler_1710785974345x917487702976757800,0.0028515100349271114
new_client_id_1696018350912x636102228218925700,0.002836340675556618
family_1699830497401x652555950110577200,0.002824139449915432
unique id_1707765074338x208807784473614460,0.002820066066991544
unique id_1700084311307x335324724892115650,0.0028136073998601538
family_1699830501153x815380968035441200,0.002785070412431133
unique id_1701196738638x895642810634979600,0.0027465876738110924
related_scheduler_1701117009104x737198280955920400,0.0027385871110843516
unique id_1722386035305x685140313527008400,0.0027300853964693007
unique id_1701368601500x672676396698617300,0.002710181255282469
related_scheduler_1704392227810x249233818244349950,0.002700655044274936
related_scheduler_1701374567147x205912966590627840,0.002667414614565355
unique id_1703791571452x593443806662795100,0.0026640874517544497
unique id_1701195391644x528224284900810100,0.002652233460139023
unique id_1707246737070x764117948750967600,0.0026179767948500115
new_client_id_1696013573115x892211002080398800,0.002608861514283854
family_1699830499367x567559820584290240,0.0025725524543069142
unique id_1700684606150x864852534348349700,0.0025582280752615995
unique id_1699987733165x388541834247872600,0.0025492854055951383
related_scheduler_1701112073198x123226768277504000,0.0025389573257531047
unique id_1701116131237x433301610423901800,0.002538700656581964
new_client_id_1696018470726x923840454153299700,0.002525039251321025
unique id_1722386034888x109115973291513010,0.0025207630543662577
related_scheduler_1701205419079x860210635486527500,0.002512257555300709
unique id_1705958870609x766427192655200600,0.0024998896663121477
unique id_1722386035195x821786879270598700,0.002482679675280213
unique id_1722386035102x118877828918155340,0.002478659809413808
unique id_1722386031619x325118770246968450,0.00246813863837153
unique id_1710785981653x137320584268216580,0.0024669073650030616
related_scheduler_1701282585980x507956708904009700,0.002454013510499236
unique_client_1696016734454x265975609421486000,0.002449715522320339
unique id_1699396966022x745450295316438900,0.0024469503295180203
unique id_1701280244807x581466631885251700,0.0024439238374532888
unique id_1699992190476x328439654956324400,0.002437113337287953
unique id_1704828481396x640276646831261700,0.0024208889983419724
related_scheduler_1701721561244x176726996294303740,0.00241031838135503
unique id_1713977557622x627329002389579900,0.002375887778354495
related_scheduler_1699383214491x578282229688959000,0.0023570798573114703
related_scheduler_1704310850498x673546767072493600,0.002352220428586263
unique id_1701373369644x809331368294071000,0.0023492722492826235
new_client_id_1696016648537x504774689027597060,0.002340406271062851
unique id_1722386036700x819601951097422000,0.0023386242390576423
unique_client_1696013587531x846379106787811700,0.002318647851592229
unique id_1704739609530x690817321757937400,0.002314992064854459
unique id_1704999527214x444331235779102960,0.0022894963749780406
"preferred_languages_Urdu , Pashto",0.0022469902893679206
unique id_1701194635553x642594083787654300,0.002224349776224979
related_scheduler_1701368423784x621497899878449200,0.0021960556394358417
unique id_1702331950669x964329509597615000,0.0021854613741132934
unique id_1706555066596x823867117229080300,0.0021834769397767145
unique id_1703021957007x931052020096636500,0.002178741180094345
unique id_1722386032839x975210852465818100,0.002169927708559898
unique id_1700071839368x447703654368469840,0.0021557307700046163
unique id_1706553319044x124562382632614770,0.0021527391919033685
related_scheduler_1701724528227x337689590322692100,0.002152032185436232
unique id_1707159940253x435918417151265540,0.002135339872806655
family_1699830470623x976589629930867200,0.0021277535430290753
unique id_1700763775362x531992449192351360,0.002120145736933954
family_1699830493821x671865953813474600,0.0021186348514572206
unique id_1722386035105x497410259583223740,0.00211718493410486
unique id_1722386031153x946980038991857900,0.002102482620124707
unique id_1702408445435x187099696306825000,0.002066214549327834
unique_client_1696015568378x411474971362444350,0.0020450202905192127
unique id_1701368426845x314389258476790200,0.0020446057877449115
family_1699830463112x298656340134759500,0.002024987764800801
related_scheduler_1706815094256x148457438352244740,0.0020107858751543858
unique id_1722386033315x498285467684904600,0.0019586879814034908
family_1699830461155x244021687166397380,0.0019471892083400887
unique id_1701112087509x411868669498764100,0.0019307556702821704
family_1699830461006x307899212448072400,0.0019271320503590778
new_client_id_1696013582895x627492077603382100,0.0019072722919374334
hamper_type_1689345897790x875227980928652300,0.0018876670195653285
family_1699830481645x939934562784182400,0.0018852979189789678
unique id_1702588381601x596580198905073400,0.001872055142982303
unique id_1722386033580x275959269293814880,0.001869295148525835
unique id_1701378195609x861483681873743500,0.0018646260903061864
family_1699830499741x759357089721661300,0.0018602406324417424
unique id_1704999475961x816855336733864700,0.0018578503075231915
new_client_id_1696016547991x256062792010876220,0.0018289401433731122
unique_client_1696015556459x769433681463616300,0.0018222117138152166
unique id_1706563437447x359684953598595760,0.0018085266102851189
unique id_1701205419803x753779114576111000,0.001766131540590639
unique id_1699563657599x280612639439070200,0.0017540013552894116
unique id_1722386034968x808907275176824400,0.001750167058058107
unique id_1704740644554x851188167931558000,0.0017308318462748772
unique id_1702933694733x389782565934109200,0.0017272289699128969
related_scheduler_1707765072936x239660069558681600,0.0017229711070635653
"preferred_contact_methods_Phone Call , Email",0.0016998515944690725
unique id_1701715736976x926492786523856800,0.0016840766475588432
related_scheduler_1699990270808x809104374509076500,0.001675056143125389
related_scheduler_1704318728539x363181352750940160,0.0015792060356536724
unique_client_1696015570781x376184460323921700,0.0015748541077702937
unique id_1702318598544x546739339516768300,0.0015654040883370205
unique_client_1696013590832x536940087650414900,0.0015546132907188902
related_scheduler_1700677871903x691175062728867800,0.001553352704004909
family_1699830474553x194646672571365820,0.0015433997085270426
